Rank,Popularity,Score,Episodes
9176,6704,5.94,12
9177,12241,5.94,2
9178,7440,5.94,Unknown
9179,10553,5.94,1
9180,11926,5.94,13
9181,4554,5.94,6
9182,15393,5.94,52
9183,2449,5.94,12
9184,16546,5.94,1
9185,7685,5.94,1
9186,10577,5.94,3
9187,9468,5.94,4
9188,15356,5.94,1
9189,12533,5.94,3
9190,10214,5.94,7
9191,10314,5.94,1
9192,3543,5.94,6
9193,11061,5.94,1
9194,3702,5.94,34
9195,10605,5.94,1
9196,11731,5.94,3
9197,10253,5.94,1
9198,8223,5.94,1
9199,8300,5.94,1
9200,9928,5.93,10
9201,9336,5.93,1
9202,649,5.93,12
9203,16591,5.93,1
9204,13701,5.93,1
9205,6590,5.93,1
9206,14420,5.93,1
9207,8362,5.93,2
9208,10640,5.93,22
9209,11125,5.93,2
9210,7158,5.93,12
9211,10351,5.93,1
9212,5766,5.93,30
9213,4281,5.93,12
9214,10237,5.93,4
9215,2942,5.93,12
9216,7142,5.93,1
9217,5488,5.93,13
9218,14311,5.93,1
9219,16779,5.93,1
9220,14251,5.93,2
9221,11802,5.93,1
9222,6556,5.93,6
9223,10201,5.93,52
9224,13303,5.88,1
9225,10941,5.93,12
9226,12047,5.93,1
9227,3816,5.93,12
9228,11217,5.93,24
9229,8037,5.93,1
9230,3819,5.93,2
9231,11772,5.93,1
9232,14801,5.93,6
9233,16495,5.93,1
9234,7429,5.93,1
9235,12985,5.93,24
9236,9773,5.93,1
9237,8612,5.93,1
9238,9523,5.93,1
9239,12230,5.93,1
9240,10979,5.93,2
9241,5343,5.93,13
9242,14206,5.93,1
9243,11270,5.93,1
9244,10891,5.93,3
9245,9554,5.93,5
9247,11642,5.93,1
9248,6697,5.92,1
9249,7177,5.92,13
9250,13590,5.92,1
9250,11325,5.92,1
9251,7045,5.92,1
9252,15297,5.92,1
9253,12287,5.92,1
9254,11770,5.92,1
9255,13657,5.92,10
9256,11244,5.92,1
9257,5123,5.92,12
9258,13121,5.92,1
9259,11959,5.92,1
9260,12399,5.92,24
9261,11800,5.92,1
9262,9253,5.92,1
9263,7650,5.92,1
9264,13233,5.92,1
9265,13561,5.92,1
9266,11235,5.92,12
9267,3416,5.92,7
9268,10895,5.92,26
9269,12356,5.92,1
9270,7903,5.92,51
9271,12386,5.92,52
9272,10861,5.92,11
9273,11829,5.92,1
9274,11276,5.92,4
9275,13228,5.92,1
9276,9538,5.92,1
9277,9108,5.92,3
9278,5209,5.92,13
9279,2996,5.92,12
9280,13048,5.92,1
9281,12120,5.92,14
9282,8554,5.92,1
9283,8203,5.92,13
9284,9423,5.92,1
9285,13849,5.92,1
9286,14237,5.92,1
9287,14865,5.92,1
9288,12710,5.92,300
9289,6536,5.92,13
9290,14142,5.92,1
9291,10125,5.92,26
9292,13281,5.92,77
9293,7122,5.92,1
9294,3993,5.91,3
9295,5096,5.91,1
9296,3537,5.91,6
9297,13543,5.91,26
9298,9226,5.91,1
9299,7199,5.91,1
9300,7554,5.91,12
9301,11939,5.91,1
9302,11118,5.91,51
9303,10160,5.91,2
9304,10365,5.91,56
9305,10773,5.92,4
9306,13059,5.91,1
9307,11439,5.91,6
9308,9267,5.91,1
9309,12609,5.91,77
9310,12962,5.91,16
9311,1580,5.91,13
9312,14083,5.91,1
9313,4994,5.91,2
9314,11057,5.91,10
9315,10031,5.91,2
9316,12651,5.91,1
9317,5536,5.91,13
9318,12938,5.91,1
9319,9277,5.91,51
9320,8941,5.91,1
9321,14007,5.91,1
9322,6422,5.91,7
9323,12789,5.91,25
9324,4489,5.91,12
9325,12285,5.9,25
9326,9982,5.9,1
9327,7353,5.9,1
9328,12551,5.9,1
9329,5765,5.9,3
9330,9647,5.9,1
9331,1009,5.9,12
9332,9261,5.9,1
9333,10637,5.9,1
9334,10992,5.9,1
9335,1963,5.9,12
9336,3476,5.9,12
9337,5219,5.9,12
9338,7669,5.9,1
9339,14297,5.9,1
9340,9404,5.9,1
9341,12297,5.9,1
9342,9130,5.9,15
9344,14567,5.9,1
9345,11506,5.9,1
9346,11449,5.9,51
9347,5701,5.9,1
9348,9114,5.9,1
9349,12399,5.9,1
9350,9757,5.9,1
9350,12318,5.88,1
9351,6265,5.9,1
9352,12373,5.9,1
9353,1616,5.89,1
9354,5146,5.89,6
9355,11808,5.89,38
9356,13719,5.89,1
9357,9155,5.89,2
9358,7574,5.89,1
9359,16088,5.89,1
9360,11593,5.89,26
9361,12298,5.89,1
9362,8950,5.89,12
9363,13631,5.89,1
9364,13135,5.89,26
9365,14153,5.89,1
9366,13149,5.89,11
9367,16174,5.89,1
9368,6186,5.89,1
9369,9412,5.89,2
9370,8972,5.89,1
9371,10096,5.89,1
9372,14267,5.89,40
9373,11899,5.89,2
9374,12505,5.89,1
9375,3890,5.89,3
9376,11889,5.89,1
9377,11935,5.89,23
9378,8623,5.89,29
9379,8271,5.89,1
9380,14184,5.89,13
9381,11960,5.89,1
9382,13004,5.89,1
9383,6476,5.88,1
9384,8559,5.88,1
9385,12177,5.88,13
9386,7081,5.88,1
9387,9011,5.88,1
9388,11033,5.88,13
9389,12196,5.88,1
9390,8873,5.88,13
9391,8275,5.88,1
9392,9743,5.88,1
9393,11266,5.88,1
9394,7613,5.88,24
9395,11854,5.88,52
9397,10193,5.88,24
9398,12542,5.88,1
9399,10247,5.88,3
9400,9012,5.88,5
9400,7966,5.88,36
9401,4422,5.88,3
9402,9434,5.88,5
9403,4525,5.88,13
9404,11614,5.88,26
9405,4561,5.88,6
9406,12681,5.88,4
9407,9934,5.88,26
9408,7011,5.88,1
9409,13332,5.88,1
9410,11531,5.88,51
9411,8460,5.88,1
9412,10994,5.88,1
9413,7693,5.88,1
9414,11842,5.88,36
9415,3523,5.88,23
9416,12990,5.88,1
9417,13959,5.88,1
9418,13410,5.88,1
9419,13117,5.88,13
9420,4877,5.88,12
9421,9131,5.88,1
9422,15525,5.88,1
9423,2684,5.88,1
9424,8707,5.88,1
9425,11910,5.88,25
9426,12791,5.87,1
9427,13358,5.87,1
9428,9766,5.87,39
9429,9617,5.87,1
9430,6377,5.87,1
9431,16593,5.87,1
9432,6815,5.87,1
9433,10543,5.87,1
9434,13774,5.87,1
9435,15453,5.87,1
9436,15076,5.87,1
9437,10521,5.87,1
9438,13414,5.87,1
9439,14924,5.87,1
9440,4101,5.87,9
9441,11878,5.87,1
9442,16017,5.87,1
9443,12808,5.87,1
9444,9608,5.87,10
9445,4677,5.87,12
9447,12362,5.87,52
9448,11385,5.87,1
9449,4932,5.87,1
9450,11904,5.87,20
9450,7237,5.87,1
9451,9868,5.87,13
9452,9715,5.86,6
9453,6720,5.86,3
9454,10759,5.86,3
9455,3979,5.86,12
9456,12640,5.86,1
9457,6378,5.86,1
9458,8993,5.86,1
9459,3078,5.86,13
9460,8034,5.86,12
9461,5102,5.86,1
9462,13678,5.86,1
9463,12299,5.86,1
9464,6813,5.86,13
9465,3244,5.86,12
9466,10867,5.86,2
9467,12248,5.86,1
9468,14119,5.86,13
9469,13220,5.86,5
9470,15664,5.86,1
9471,8681,5.86,1
9472,2469,5.86,12
9473,8654,5.86,2
9474,12336,5.86,48
9475,13662,5.86,1
9476,15276,5.86,1
9478,14934,5.86,1
9479,12527,5.86,4
9480,8148,5.86,14
9481,16637,5.86,1
9482,5068,5.86,12
9483,16064,5.86,1
9484,7677,5.86,24
9485,12401,5.86,1
9486,13995,5.86,1
9487,8195,5.86,12
9488,11066,5.86,4
9489,4612,5.86,12
9490,12262,5.86,1
9491,11092,5.86,12
9492,13070,5.86,10
9493,12665,5.86,1
9494,13244,5.85,1
9495,9476,5.85,1
9496,11818,5.85,1
9497,194,5.85,Unknown
9498,8747,5.85,3
9499,15801,5.85,1
9500,11868,5.85,1
9500,6163,5.85,6
9501,4463,5.85,1
9502,15093,5.85,1
9503,8091,5.85,18
9504,13014,5.85,1
9505,11363,5.85,3
9507,11145,5.85,1
9508,10219,5.85,1
9509,8589,5.85,6
9509,16528,5.85,1
9510,7640,5.85,1
9511,13801,5.85,5
9512,11106,5.85,12
9513,7148,5.85,12
9514,3585,5.85,13
9515,3496,5.85,13
9516,14258,5.85,1
9517,13403,5.85,1
9518,3189,5.85,1
9519,9445,5.85,1
9520,11392,5.85,Unknown
9521,8946,5.85,1
9522,7777,5.85,2
9523,12365,5.85,52
9524,12610,5.85,26
9525,8768,5.85,26
9526,12198,5.85,25
9527,12854,5.85,6
9528,7124,5.84,12
9529,13364,5.84,1
9530,9768,5.84,2
9531,10648,5.84,3
9532,11919,5.84,1
9533,7997,5.84,6
9534,7809,5.84,14
9535,11777,5.84,1
9536,14259,5.84,1
9537,12506,5.84,1
9538,11929,5.84,1
9539,6626,5.84,12
9540,2840,5.84,12
9541,9572,5.84,12
9542,14678,5.84,1
9543,14157,5.84,1
9544,9262,5.84,4
9545,5156,5.84,2
9546,13207,5.84,1
9547,1704,5.84,12
9548,15664,5.84,1
9549,10149,5.84,4
9550,10354,5.84,36
9551,8261,5.84,4
9552,11518,5.84,1
9553,10186,5.84,1
9554,14360,5.84,1
9555,13314,5.84,1
9556,6071,5.84,8
9557,9188,5.84,3
9558,11881,5.83,52
9559,14051,5.83,8
9560,12630,5.83,26
9561,11768,5.83,39
9562,4042,5.83,26
9563,11396,5.83,49
9564,13611,5.83,1
9565,13708,5.83,1
9566,10730,5.83,2
9567,12259,5.83,1
9568,11651,5.83,22
9569,11839,5.83,1
9570,9882,5.83,1
9571,9685,5.83,1
9572,12966,5.83,12
9573,12372,5.83,1
9574,14096,5.83,1
9575,13667,5.83,1306
9576,9419,5.83,7
9577,12346,5.83,1
9578,13979,5.83,1
9579,14949,5.83,2
9580,9682,5.83,10
9581,11242,5.83,1
9582,4934,5.83,13
9583,12993,5.83,1
9584,9143,5.83,1
9585,11612,5.83,1
9586,13865,5.83,1
9587,14087,5.83,1
9588,2603,5.83,1
9592,13221,5.83,1
9593,13387,5.83,1
9594,13137,5.83,13
9595,3409,5.82,13
9596,10481,5.82,1
9597,9475,5.82,5
9598,12393,5.82,1
9598,12778,5.82,1
9599,13819,5.82,26
9599,4800,5.82,12
9600,9754,5.82,2
9600,9736,5.82,2
9601,13605,5.82,1
9602,10092,5.82,1
9603,10093,5.82,3
9604,11598,5.82,58
9605,15474,5.82,1
9606,14070,5.82,1
9607,13513,5.82,1
9608,12033,5.82,1
9609,11708,5.82,2
9610,13357,5.82,1
9611,12312,5.81,1
9612,7368,5.82,2
9613,9988,5.83,52
9614,9001,5.82,6
9615,12427,5.82,30
9616,3545,5.82,13
9617,12656,5.82,1
9618,9649,5.82,1
9619,4055,5.82,13
9620,3378,5.82,5
9621,11318,5.82,12
9622,16674,5.82,1
9623,11501,5.82,1
9624,13625,5.82,9
9625,15172,5.82,1
9626,14626,5.82,26
9627,12503,5.82,2
9628,11934,5.82,2
9629,10507,5.82,1
9630,12369,5.82,1
9631,12817,5.81,1
9632,3945,5.81,12
9633,13235,5.81,1
9634,7228,5.81,1
9635,11002,5.81,1
9636,12258,5.81,3
9637,1618,5.81,1
9638,11474,5.81,1
9639,12723,5.81,1
9640,14629,5.81,1
9641,14855,5.81,1
9642,11956,5.81,1
9643,14300,5.81,1
9647,14183,5.81,1
9648,9396,5.81,4
9648,5287,5.81,1
9649,5689,5.81,4
9649,5434,5.81,12
9650,6929,5.81,13
9650,4165,5.81,1
9651,2378,5.81,13
9652,8196,5.81,6
9653,10179,5.81,1
9654,12436,5.81,100
9655,11260,5.81,12
9656,3524,5.81,1
9657,9604,5.81,3
9658,8316,5.81,14
9659,13257,5.81,1
9660,16130,5.81,1
9661,14535,5.81,1
9662,8024,5.81,1
9663,14736,5.81,1
9664,13958,5.81,1
9665,12890,5.81,1
9666,13370,5.81,1
9667,5710,5.81,13
9668,15889,5.81,1
9669,8751,5.81,2
9670,4628,5.81,1
9671,10207,5.8,4
9672,6070,5.8,51
9673,8668,5.8,13
9674,15509,5.8,1
9675,5768,5.8,1
9676,16104,5.8,1
9679,12737,5.8,3
9680,5855,5.8,1
9680,11727,5.8,6
9681,9770,5.8,2
9682,15525,5.8,1
9683,15817,5.8,1
9684,11514,5.8,1
9685,11019,5.8,30
9686,12083,5.8,26
9687,7354,5.8,1
9688,9657,5.8,1
9689,10825,5.8,1
9690,11423,5.8,1
9691,8012,5.8,1
9692,10781,5.8,1
9693,8182,5.8,1
9694,6953,5.8,8
9695,10171,5.8,1
9696,5176,5.8,3
9697,2113,5.8,12
9698,6447,5.8,1
9699,5492,5.8,12
9699,9104,5.8,1
9700,13992,5.8,1
9701,8725,5.8,2
9702,12601,5.8,1
9703,13196,5.8,1
9704,2488,5.8,12
9705,11005,5.8,1
9706,16658,5.8,1
9707,11074,5.8,1
9708,8866,5.8,2
9709,12053,5.8,1
9710,11339,5.8,13
9711,11832,5.79,1
9712,4767,5.79,1
9713,11404,5.79,24
9714,12183,5.79,Unknown
9715,10319,5.79,Unknown
9716,11288,5.79,1
9717,13450,5.79,5
9718,1241,5.79,12
9719,10873,5.79,6
9720,9426,5.79,51
9721,13922,5.73,1
9722,12313,5.79,1
9723,13724,5.79,1
9724,10729,5.79,1
9725,15355,5.79,1
9726,2669,5.79,12
9727,14165,5.79,1
9728,14491,5.79,1
9729,15279,5.79,26
9730,7776,5.79,1
9731,3007,5.79,12
9732,12371,5.79,1
9733,12481,5.79,52
9734,12276,5.79,40
9735,15319,5.79,1
9736,10163,5.79,2
9737,2606,5.79,12
9738,15781,5.79,1
9739,9145,5.79,1
9740,5354,5.79,3
9741,15727,5.79,1
9742,9201,5.79,1
9743,10074,5.79,3
9744,10056,5.79,1
9745,10043,5.79,1
9747,9669,5.79,10
9748,10838,5.78,3
9749,10814,5.78,19
9750,12576,5.78,6
9750,13111,5.78,Unknown
9751,13818,5.78,1
9752,10316,5.78,26
9753,15625,5.78,1
9754,11917,5.78,1
9755,2608,5.78,12
9756,12365,5.78,10
9757,4515,5.78,12
9758,13271,5.78,1
9759,4122,5.78,12
9760,11234,5.78,1
9761,11379,5.78,1
9762,11448,5.78,1
9763,10289,5.78,1
9764,14939,5.78,1
9765,12091,5.78,9
9766,12034,5.78,1
9767,9196,5.78,3
9768,15831,5.78,1
9769,11184,5.78,1
9770,15587,5.78,1
9771,8438,5.78,1
9772,10676,5.78,51
9773,16110,5.78,1
9774,9996,5.78,1
9775,6101,5.78,7
9776,3794,5.78,24
9777,4622,5.78,9
9778,13828,5.78,2
9779,12018,5.78,1
9780,4090,5.78,7
9781,8611,5.78,3
9782,12063,5.78,3
9783,15322,5.78,1
9784,6440,5.78,8
9784,11330,5.78,4
9785,14824,5.78,1
9786,14163,5.78,1
9787,15884,5.78,1
9788,6963,5.78,38
9789,12845,5.77,1
9790,5859,5.77,1
9791,12910,5.77,1
9792,7672,5.77,12
9793,4324,5.77,12
9794,9062,5.77,12
9795,13019,5.77,1
9796,12302,5.77,1
9797,10966,5.77,1
9798,10373,5.77,1
9799,7746,5.77,13
9800,3587,5.77,26
9802,15992,5.77,1
9803,10775,5.77,1
9804,9889,5.77,28
9805,13488,5.77,1
9806,14784,5.77,2
9807,15368,5.77,1
9808,14613,5.77,1
9809,12754,5.77,10
9810,5365,5.77,1
9811,10047,5.77,1
9812,13980,5.77,4
9813,9885,5.77,1
9814,10188,5.77,1
9815,11662,5.77,12
9816,16466,5.77,1
9817,11240,5.77,1
9818,10051,5.77,1
9819,8090,5.77,3
9820,12568,5.77,1
9821,9472,5.77,5
9822,14106,5.77,4
9823,3291,5.77,12
9824,5203,5.77,12
9825,8994,5.77,1
9826,3695,5.77,13
9827,2240,5.77,6
9828,9085,5.77,15
9829,15839,5.77,1
9830,10572,5.76,13
9831,15714,5.76,1
9832,12482,5.76,475
9833,12964,5.76,1
9834,13743,5.76,1
9835,7511,5.76,2
9836,7553,5.76,1
9837,11445,5.76,1
9838,12567,5.76,32
9839,8961,5.76,2
9840,11586,5.76,8
9841,2332,5.76,12
9842,8302,5.76,2
9843,9492,5.76,1
9844,10008,5.76,1
9845,11436,5.76,12
9846,7057,5.76,1
9847,5075,5.76,12
9848,13067,5.76,26
9849,7118,5.76,1
9850,11102,5.76,1
9851,13300,5.76,1
9852,13994,5.76,1
9853,13091,5.76,1
9854,2944,5.76,12
9855,12544,5.76,1
9856,13908,5.76,3
9857,13573,5.76,1
9858,9894,5.76,50
9859,15703,5.76,1
9860,14030,5.76,1
9861,13317,5.76,1
9862,12266,5.76,2
9863,12076,5.76,1
9864,12217,5.76,10
9865,15594,5.76,1
9866,5353,5.76,11
9867,7859,5.76,23
9868,13108,5.76,1
9869,4670,5.76,13
9870,10183,5.76,1
9871,11187,5.76,2
9872,10263,5.76,9
9873,8660,5.76,1
9874,16410,5.75,1
9875,9286,5.75,6
9876,3089,5.75,1
9877,9146,5.75,2
9878,8561,5.75,1
9879,9314,5.75,12
9880,7704,5.75,1
9881,1551,5.75,12
9882,11894,5.75,2
9883,11089,5.75,1
9884,10405,5.75,51
9885,5089,5.75,12
9886,14359,5.75,8
9887,12382,5.75,1428
9888,2007,5.75,6
9889,6848,5.75,6
9890,12102,5.75,1
9891,13433,5.75,1
9892,12327,5.75,1
9893,14653,5.75,3
9894,4572,5.75,26
9895,10894,5.75,1
9896,13456,5.75,1
9897,12813,5.75,1
9898,15454,5.75,1
9899,5009,5.75,12
9900,6133,5.75,2
9901,12512,5.75,1
9902,8823,5.75,18
9903,3767,5.75,12
9904,761,5.75,12
9905,3494,5.75,12
9906,12799,5.75,8
9907,12625,5.75,1
9908,11689,5.75,1
9909,12066,5.75,26
9910,14876,5.75,1
9911,12418,5.74,13
9912,3452,5.74,12
9913,6277,5.74,1
9914,14977,5.74,1
9915,13259,5.74,2
9916,13017,5.74,65
9917,14039,5.74,52
9918,11621,5.74,1
9919,7995,5.74,48
9920,9437,5.74,3
9921,8982,5.74,4
9922,8267,5.74,3
9923,5721,5.74,26
9924,9852,5.74,3
9925,3914,5.74,12
9926,12308,5.74,1
9927,10429,5.74,1
9928,13503,5.74,12
9930,8487,5.74,1
9931,14044,5.74,1
9932,14627,5.74,1
9933,5105,5.74,13
9934,13768,5.74,1
9935,13154,5.74,215
9936,12672,5.74,13
9937,12688,5.74,1
9938,11748,5.74,1
9939,12466,5.74,13
9940,12974,5.74,1
9941,12324,5.74,1
9942,13859,5.74,6
9943,15260,5.74,1
9944,10112,5.74,4
9945,13654,5.74,1
9946,10215,5.74,1
9947,6092,5.74,1
9948,8828,5.74,1
9949,7863,5.74,1
9950,10514,5.74,1
9950,10200,5.74,1
9951,12904,5.74,1
9952,9591,5.74,10
9953,6989,5.74,1
9954,10373,5.74,1
9955,11987,5.74,12
9956,8442,5.74,3
9957,11607,5.74,1
9958,3026,5.74,12
9959,13978,5.74,6
9960,12898,5.74,1
9961,15366,5.74,1
9962,7630,5.74,1
9963,11988,5.74,1
9964,4375,5.73,3
9965,9361,5.73,6
9966,8506,5.73,13
9967,12643,5.73,52
9968,11345,5.73,24
9969,10619,5.73,1
9970,13029,5.73,1
9971,11530,5.73,1
9972,8791,5.73,1
9973,10803,5.73,5
9974,14645,5.73,1
9975,3136,5.73,1
9976,15672,5.73,1
9977,11656,5.73,1
9978,6475,5.73,12
9979,12412,5.73,1
9980,10511,5.73,26
9981,5260,5.73,1
9982,11500,5.73,1
9983,13833,5.73,1
9984,11419,5.73,6
9985,12064,5.73,1
9987,11221,5.73,1
9988,11451,5.73,33
9988,15926,5.73,1
9989,15636,5.73,1
9990,13730,5.73,1
9991,1357,5.73,12
9992,10656,5.73,1
9993,15135,5.73,1
9994,8727,5.73,1
9995,11038,5.73,4
9996,15502,5.73,1
9997,11368,5.73,1
9998,13046,5.73,1
9999,9459,5.72,4
10000,16197,5.72,1
10000,11729,5.72,1
10001,11828,5.72,1
10002,13116,5.72,1
10003,14616,5.72,1
10004,15854,5.72,1
10005,9808,5.72,1
10006,11031,5.72,24
10007,8526,5.72,1
10008,6371,5.72,1
10009,9985,5.72,1
10010,15271,5.72,1
10011,12579,5.72,24
10012,13055,5.72,1
10014,6779,5.72,3
10015,16582,5.72,1
10016,12645,5.72,23
10017,6882,5.72,1
10018,10909,5.72,1
10019,12988,5.72,1
10020,4047,5.72,26
10021,8009,5.72,2
10022,12272,5.72,52
10023,11932,5.72,3
10024,12016,5.72,4
10025,10196,5.72,1
10026,10900,5.72,52
10027,12869,5.72,1
10028,7642,5.72,1
10029,12760,5.72,1
10030,12304,5.72,1
10031,13975,5.72,1
10032,13334,5.72,4
10033,6173,5.72,1
10034,12714,5.72,1
10035,10073,5.72,4
10036,12608,5.72,1
10037,7252,5.72,12
10038,11321,5.72,1
10039,13947,5.71,1
10040,12975,5.71,1
10041,6261,5.71,13
10042,11189,5.71,1
10043,2703,5.71,3
10044,12408,5.71,1
10045,13275,5.71,1
10046,14135,5.71,50
10047,4001,5.71,12
10048,2646,5.71,11
10049,10361,5.71,1
10050,11420,5.71,37
10051,9031,5.71,1
10052,11626,5.71,1
10053,9619,5.71,2
10054,11944,5.71,35
10055,13394,5.71,1
10056,3821,5.71,5
10057,1174,5.71,12
10058,16416,5.71,1
10059,11933,5.71,1
10060,3206,5.71,12
10061,8371,5.71,26
10062,5959,5.71,1
10063,3518,5.71,12
10064,13563,5.71,13
10065,13511,5.71,1
10066,10534,5.71,1
10067,9481,5.71,1
10068,9424,5.71,1
10069,9762,5.71,1
10070,9216,5.71,3
10071,13380,5.71,5
10072,11522,5.71,1
10073,9101,5.71,26
10074,5610,5.71,6
10076,7692,5.71,13
10077,10556,5.71,3
10078,4282,5.71,13
10079,11873,5.71,65
10080,8705,5.71,4
10081,14788,5.71,1
10082,9343,5.71,1
10084,11606,5.71,1
10085,12286,5.71,1
10086,7941,5.7,1
10087,15635,5.7,1
10088,10365,5.7,12
10089,15780,5.7,1
10090,12782,5.7,1
10091,14324,5.7,1
10092,10231,5.7,Unknown
10093,13914,5.7,1
10094,14307,5.7,26
10095,12535,5.7,1
10096,5008,5.7,3
10097,6243,5.7,6
10098,7405,5.7,5
10099,16803,5.7,1
10100,16253,5.7,1
10100,11844,5.7,1
10101,11121,5.7,1
10102,9222,5.7,6
10103,12483,5.7,1
10104,8658,5.7,Unknown
10105,7530,5.7,8
10106,8708,5.7,1
10107,5265,5.7,12
10108,15429,5.7,1
10109,6669,5.7,5
10110,14487,5.7,1
10111,12268,5.7,1
10112,13382,5.7,1
10113,3776,5.7,12
10114,16285,5.7,1
10115,11503,5.7,2
10116,15619,5.7,1
10117,3868,5.7,1
10118,12279,5.7,1
10119,14459,5.7,1
10120,10547,5.7,1
10121,16045,5.69,1
10122,16484,5.69,1
10123,10045,5.69,1
10124,9774,5.69,12
10125,11147,5.69,1
10126,13693,5.69,1
10127,8635,5.69,1
10128,5312,5.69,1
10129,5941,5.69,2
10130,8184,5.69,1
10131,8367,5.69,1
10132,13431,5.69,1
10133,9223,5.69,1
10134,12625,5.69,1
10135,13413,5.69,1
10136,10906,5.69,1
10137,13237,5.69,1
10138,11110,5.69,2
10139,7273,5.69,1
10140,11011,5.69,1
10141,5757,5.69,2
10142,11280,5.69,10
10143,15663,5.69,1
10144,13405,5.69,1
10145,8822,5.69,2
10146,14557,5.69,3
10147,9400,5.69,2
10148,8206,5.69,6
10149,3062,5.69,12
10150,9615,5.69,10
10151,15973,5.69,1
10152,9635,5.69,3
10153,12731,5.69,1006
10154,14145,5.69,1
10155,16468,5.69,1
10156,9972,5.69,2
10157,11316,5.69,1
10158,11370,5.69,1
10159,13786,5.69,64
10160,14878,5.68,1
10161,9080,5.68,10
10162,12806,5.68,1274
10163,14326,5.68,52
10164,4981,5.68,48
10165,10569,5.68,1
10166,16522,5.68,1
10167,10063,5.68,1
10168,11623,5.68,1
10169,15749,5.68,1
10170,14538,5.68,1
10171,14088,5.68,1
10172,11322,5.68,1
10173,7958,5.68,1
10174,6304,5.68,2
10175,12101,5.68,3
10176,4816,5.68,1
10177,9867,5.68,50
10178,8736,5.68,13
10179,4576,5.68,12
10180,12691,5.68,1
10181,4929,5.68,12
10182,12858,5.68,1
10183,12407,5.68,1
10184,11785,5.68,3
10185,10854,5.68,1
10186,11160,5.68,1
10187,9746,5.68,1
10188,15734,5.68,1
10189,16497,5.68,1
10190,12509,5.68,2
10191,10667,5.68,3
10192,13109,5.68,1
10193,10681,5.67,1
10194,12603,5.67,2
10195,14737,5.67,1
10196,8734,5.67,52
10197,10793,5.67,26
10198,10890,5.67,1
10199,10663,5.67,1
10200,15342,5.67,1
10201,12911,5.67,10
10202,13610,5.67,1
10203,10177,5.67,3
10204,11047,5.67,1
10205,12773,5.67,13
10206,5266,5.67,2
10207,7602,5.67,8
10208,12301,5.67,1
10209,11957,5.67,2
10210,15769,5.67,1
10211,9816,5.67,1
10212,7660,5.67,1
10213,8417,5.67,12
10214,7029,5.67,9
10215,11135,5.67,1
10216,10750,5.67,8
10217,8297,5.67,2
10218,9815,5.67,1
10219,7983,5.67,26
10220,10328,5.67,9
10221,13686,5.67,1
10222,14764,5.67,1
10223,10461,5.67,4
10224,16067,5.67,1
10225,16029,5.67,1
10226,2056,5.67,26
10227,13491,5.67,1
10228,6833,5.67,12
10229,5440,5.67,12
10230,9331,5.67,2
10231,8988,5.67,1
10232,5874,5.66,1
10233,14198,5.66,3
10234,9260,5.66,12
10235,13169,5.66,10
10236,11616,5.66,1
10237,4790,5.66,12
10238,4200,5.66,12
10239,13190,5.66,2
10240,15607,5.66,1
10241,13114,5.66,8
10242,12188,5.66,1
10243,15670,5.66,1
10244,12181,5.66,1
10245,14449,5.66,1
10246,10592,5.66,1
10247,15253,5.66,1
10248,16310,5.66,1
10249,10379,5.66,1
10250,12011,5.66,1
10251,7377,5.66,1
10252,12530,5.66,2
10253,14527,5.66,1
10254,12914,5.66,1
10255,9659,5.66,1
10256,12887,5.66,2
10257,13532,5.66,773
10258,8327,5.66,26
10259,13100,5.66,1
10260,7887,5.66,1
10261,15486,5.65,1
10262,15252,5.65,1
10263,14230,5.65,1
10264,11774,5.65,1
10265,3931,5.65,12
10266,7094,5.65,1
10267,15623,5.65,1
10268,13827,5.65,1
10269,6282,5.65,12
10270,5396,5.65,5
10271,15810,5.65,1
10272,11105,5.65,6
10273,11153,5.65,1
10274,15142,5.65,1
10275,11010,5.65,1
10276,15398,5.65,1
10277,15249,5.65,1
10278,9076,5.65,2
10279,9783,5.65,4
10280,9334,5.65,1
10281,11702,5.65,1
10282,6579,5.65,1
10283,15686,5.65,1
10284,13447,5.65,1
10285,11859,5.65,1
10286,12835,5.65,1
10287,12614,5.65,1
10288,11437,5.65,1
10289,14467,5.65,1
10290,15862,5.65,1
10291,12254,5.65,1
10292,9583,5.65,1
10293,15628,5.65,1
10294,10613,5.65,1
10295,8652,5.65,1
10296,15898,5.65,1
10297,14997,5.65,1
10298,9231,5.65,1
10299,13084,5.65,1
10300,10953,5.65,1
10301,12289,5.65,1
10302,12231,5.65,52
10303,11402,5.64,1
10304,12632,5.64,1
10305,10913,5.64,1
10306,9588,5.64,9
10307,8153,5.64,24
10308,9186,5.64,1
10309,10321,5.64,12
10310,8346,5.64,1
10311,4043,5.64,12
10312,13251,5.64,6
10313,11018,5.64,4
10314,16055,5.64,1
10315,14503,5.64,3
10316,8331,5.64,2
10317,6160,5.64,1
10318,6809,5.64,24
10319,14210,5.64,2
10320,11682,5.64,1
10321,14211,5.64,1
10322,16665,5.64,1
10323,15116,5.64,1
10324,12818,5.64,2
10325,5294,5.64,4
10326,11401,5.64,1
10327,14049,5.64,1
10328,8476,5.64,1
10329,8638,5.63,1
10330,7732,5.63,7
10331,13145,5.63,3
10332,6395,5.63,1
10333,3573,5.63,12
10334,1683,5.63,12
10335,16090,5.63,1
10336,13616,5.63,1
10337,14789,5.63,1
10338,8845,5.63,24
10339,6312,5.63,26
